StartDate,ExitDate,Title,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
28-Feb-21,24-Jun-28,Software Engineer,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Happen ability as term fish.,IT/IS,People Services,29-04-1994,MA,Driver,Female,78753,Hispanic,Married,Fully Meets,3
31-Mar-19,20-Dec-24,Production Technician I,WBL,Future Start,Full-Time,Zone B,Part-Time,Voluntary,Prepare simply play edge.,Production       ,Aerial,14-07-2000,MA,Planner,Female,94059,White,Single,Fully Meets,4
17-Sep-19,24-Aug-28,Administrative Assistant,PYZ,Voluntarily Terminated,Contract,Zone A,Temporary,Retirement,Maybe establish real still.,Production       ,Catv,23-10-1975,MA,Drafter,Female,8340,White,Married,Fully Meets,1
01-Jan-20,21-Apr-21,Shared Services Manager,EW,Voluntarily Terminated,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,10-04-1989,MA,Accounting,Female,43313,Asian,Divorced,Fully Meets,4
20-Aug-21,21-Mar-28,Director of Sales,PL,Active,Part-Time,Zone C,Temporary,Involuntary,Fill outside then discuss table.,Production       ,Project Management - Con,05-11-1965,MA,Administrative,Female,35933,Asian,Divorced,Fully Meets,4
05-Sep-19,27-Apr-26,Shared Services Manager,WBL,Active,Contract,Zone C,Part-Time,Voluntary,Page year stock own popular health.,IT/IS,Field Operations,31-10-1991,MA,Laborer,Female,6496,Black,Divorced,Fully Meets,4
23-Feb-19,31-Aug-23,Director of Operations,TNS,Active,Part-Time,Zone A,Temporary,Resignation,Finish law price under.,IT/IS,Shop (Fleet),06-07-1989,MA,Laborer,Female,78110,Hispanic,Widowed,PIP,3
30-May-22,24-Dec-28,Area Sales Manager,PYZ,Active,Full-Time,Zone C,Part-Time,Involuntary,Success realize political move adult new.,Sales,Shop (Fleet),18-01-1966,KY,Driller,Male,71431,Asian,Married,Fully Meets,2
14-Dec-18,21-Jul-26,Production Technician I,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,If data from box movement bad service.,Production       ,General - Eng,15-06-1966,MA,Helper,Female,73568,Black,Single,Fully Meets,3
27-Jan-20,03-Mar-28,Production Technician I,CCDR,Active,Part-Time,Zone A,Full-Time,Voluntary,Can last meet shake imagine he.,Production       ,Field Operations,26-06-1973,MA,Laborer,Female,15268,Black,Widowed,Fully Meets,3
28-Oct-22,12-Aug-27,Production Technician I,BPC,Future Start,Part-Time,Zone A,Temporary,Retirement,Guy present clear.,Production       ,Yard (Material Handling),19-08-1942,MA,Associate,Male,16463,Hispanic,Widowed,Fully Meets,2
30-Mar-21,05-Apr-21,Production Technician I,PL,Future Start,Full-Time,Zone C,Full-Time,Resignation,Scientist heart others employee church century.,Production       ,Yard (Material Handling),29-06-1989,MA,Runner,Female,68170,Black,Married,Fully Meets,4
18-May-20,04-Jan-19,IT Support,NEL,Active,Contract,Zone A,Part-Time,Retirement,Establish go so someone might none stop citizen.,Production       ,Wireless,26-06-1974,MA,Laborer,Female,46273,Black,Single,Fully Meets,3
29-Jul-19,18-Apr-22,Production Technician I,WBL,Terminated for Cause,Contract,Zone A,Full-Time,Voluntary,Food few generation seek outside.,Production       ,Aerial,03-01-1996,MA,Cfo,Female,80141,White,Married,Exceeds,3
25-Jan-20,30-Dec-24,Data Analyst,PL,Active,Full-Time,Zone A,Full-Time,Involuntary,Interest again main describe end charge.,Production       ,Engineers,10-03-1997,MA,Helper,Female,10686,White,Widowed,Fully Meets,1
20-Sep-21,31-Aug-28,Production Technician I,WBL,Terminated for Cause,Contract,Zone A,Full-Time,Involuntary,Glass minute shake food determine deep.,Production       ,Yard (Material Handling),29-11-1980,MA,Assistant,Female,78005,Black,Widowed,Fully Meets,3
12-Apr-22,16-Nov-23,Production Technician I,CCDR,Future Start,Contract,Zone A,Part-Time,Retirement,Amount particular answer show.,Production       ,People Services,19-02-1954,MA,Estimator,Male,72397,Other,Divorced,Fully Meets,3
15-Oct-19,05-Dec-27,Production Technician I,NEL,Active,Contract,Zone A,Full-Time,Retirement,Law safe yard market likely wife case action.,Production       ,Field Operations,16-03-1944,MA,Laborer,Female,10077,Other,Married,Fully Meets,2
03-Jan-19,14-Apr-24,Enterprise Architect,MSC,Active,Contract,Zone B,Temporary,Voluntary,Effort situation use necessary.,Software Engineering,General - Sga,24-03-1958,MA,Tower Hand,Female,52701,White,Married,Fully Meets,3
23-Aug-18,21-Oct-29,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Retirement,On sport growth now general.,Production       ,General - Con,14-05-1981,MA,Project Controls,Female,15774,Other,Widowed,PIP,1
15-Jun-23,14-Jun-21,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Retirement,Participant candidate wonder growth agree.,Production       ,Field Operations,19-06-1970,MA,Laborer,Male,62162,Asian,Widowed,Fully Meets,2
09-May-21,22-Jun-19,Database Administrator,EW,Future Start,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,21-09-1962,MA,Flagger,Female,87230,Hispanic,Widowed,Exceeds,5
19-Aug-21,06-Sep-25,Production Technician I,TNS,Future Start,Part-Time,Zone A,Part-Time,Voluntary,Record your institution south stop play.,Production       ,Field Operations,27-06-1988,MA,Executive,Female,75717,Other,Widowed,PIP,2
15-Oct-22,20-Jun-23,Data Analyst ,EW,Active,Part-Time,Zone B,Full-Time,Resignation,Investment radio bring who. Big move rise return.,IT/IS,Field Operations,17-05-1994,MA,Laborer,Male,32254,Asian,Divorced,Fully Meets,3
26-Dec-18,23-Dec-29,Production Technician I,MSC,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Resignation,On sport growth now general.,Production       ,General - Con,08-02-1978,MA,Clerk,Female,12758,Other,Widowed,Exceeds,1
12-Feb-20,07-Jun-28,IT Support,NEL,Active,Part-Time,Zone C,Temporary,Retirement,Establish go so someone might none stop citizen.,IT/IS,Finance & Accounting,14-07-1955,MA,Laborer,Male,14689,Black,Single,Fully Meets,4
06-May-19,04-Jul-23,Production Technician I,BPC,Active,Contract,Zone B,Temporary,Retirement,Free town various cup. Animal may team hit.,Production       ,Engineers,07-04-1956,MA,Specialist,Male,93396,Hispanic,Divorced,Fully Meets,3
08-Feb-20,25-Jan-25,Production Technician I,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Decision fill total.,Production       ,Aerial,26-02-1979,MA,Laborer,Female,83788,Asian,Widowed,Needs Improvement,5
01-Jan-20,29-Sep-20,Production Technician I,BPC,Future Start,Full-Time,Zone A,Temporary,Voluntary,Prevent entire business ask meeting contain tree.,Production       ,Finance & Accounting,11-09-1949,MA,Laborer,Male,31258,Other,Divorced,Fully Meets,4
07-Nov-18,05-Dec-28,Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Resignation,Sound there everybody anything.,Production       ,General - Con,20-09-1949,MA,Laborer,Female,94003,White,Divorced,Fully Meets,3
02-Jul-21,05-Aug-20,Production Technician I,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Resignation,Center west table security.,Production       ,General - Eng,06-02-1988,MA,Attendant,Female,81396,Black,Widowed,Fully Meets,3
10-Aug-19,03-May-26,Production Technician II,SVG,Leave of Absence,Part-Time,Zone B,Part-Time,Resignation,Great relate within you. Red bill unit school.,Production       ,Field Operations,24-11-1979,MA,Program Manager,Male,43988,Other,Widowed,Fully Meets,3
13-Jun-21,12-Nov-20,Network Engineer,TNS,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Fight look song material year happen.,Production       ,People Services,26-08-1993,MA,Laborer,Female,37274,White,Single,Fully Meets,1
25-Apr-22,01-Oct-21,BI Developer,SVG,Active,Contract,Zone B,Full-Time,Involuntary,Determine building society soldier.,IT/IS,Field Operations,28-12-1990,MA,Vp,Female,11034,White,Widowed,Fully Meets,3
16-Sep-20,14-Nov-25,Production Technician II,BPC,Active,Part-Time,Zone A,Temporary,Involuntary,Opportunity upon apply and world.,Production       ,Executive,12-10-1996,MA,Support,Male,68404,White,Single,Fully Meets,4
20-May-21,03-Jul-28,Database Administrator,BPC,Active,Part-Time,Zone B,Part-Time,Retirement,Everybody list to. Green best stock yes happen.,IT/IS,Catv,02-03-1962,MA,Project Manager,Male,61127,Asian,Widowed,Fully Meets,3
20-Jul-19,06-May-20,Production Technician II,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,Resignation,Few attorney all campaign town reflect behavior.,Production       ,Executive,23-01-1947,MA,Administration,Female,34442,Black,Divorced,Fully Meets,3
16-May-23,12-Jul-22,Production Technician I,MSC,Active,Full-Time,Zone C,Part-Time,Retirement,Process firm life from final medical.,Production       ,Fielders,02-05-1974,MA,Director,Male,26780,Asian,Single,Fully Meets,3
12-Nov-19,11-Mar-23,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Resignation,By small force myself team industry.,Production       ,Catv,29-05-1970,MA,Vp,Female,5900,Other,Married,PIP,4
18-May-21,28-Jun-27,Production Manager,EW,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,25-07-1964,MA,Engineer,Female,83388,Hispanic,Widowed,PIP,4
24-Aug-18,16-Mar-22,IT Manager - DB,PL,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Nature here wrong why.,IT/IS,Wireline Construction,23-09-1946,MA,Executive,Female,19139,Black,Single,Fully Meets,3
22-Sep-18,23-Jul-25,Production Technician I,WBL,Terminated for Cause,Part-Time,Zone B,Temporary,Retirement,Certainly those above eye ball.,Production       ,Isp,21-07-1994,MA,Laborer,Female,29712,White,Divorced,Fully Meets,3
20-Jan-23,29-Aug-26,Production Technician II,EW,Active,Part-Time,Zone B,Full-Time,Voluntary,Finish law price under.,Production       ,Field Operations,19-01-1958,MA,Laborer,Female,39642,White,Single,Fully Meets,3
03-Apr-22,03-May-27,Data Analyst,BPC,Active,Contract,Zone A,Temporary,Voluntary,Very research level send picture pressure our.,Sales,Technology / It,04-06-1942,CO,Apprentice,Female,32060,Black,Widowed,Fully Meets,2
28-Nov-22,14-Mar-28,Production Technician II,CCDR,Future Start,Part-Time,Zone B,Temporary,Retirement,Night official cut director seven.,Production       ,Field Operations,27-01-1990,MA,Top Hand,Male,21766,Black,Widowed,PIP,1
17-Nov-19,05-Aug-24,Area Sales Manager,PYZ,Active,Contract,Zone A,Full-Time,Involuntary,Yourself book budget product.,Sales,Field Operations,28-07-1942,AZ,Top Hand,Male,43047,Hispanic,Divorced,PIP,4
30-Jun-21,22-Apr-19,Senior BI Developer,TNS,Active,Part-Time,Zone A,Part-Time,Resignation,Talk into between trip final.,Software Engineering,Field Operations,03-11-1990,MA,Services,Male,13751,Asian,Single,Fully Meets,3
04-Jun-21,22-Jun-24,Sales Manager,EW,Future Start,Full-Time,Zone B,Part-Time,Resignation,Lead throw others.,IT/IS,Project Management - Eng,19-06-1959,MA,Tower Hand,Female,92993,Hispanic,Widowed,Needs Improvement,2
12-Aug-18,08-Jun-25,Production Technician I,CCDR,Active,Part-Time,Zone B,Full-Time,Involuntary,Everybody list to. Green best stock yes happen.,Production       ,Safety,02-10-1995,MA,Engineer,Male,37785,Black,Single,Fully Meets,3
09-Dec-18,15-Mar-21,Sr. Network Engineer,SVG,Leave of Absence,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,01-05-1995,MA,Tower Hand,Female,29962,Asian,Divorced,Fully Meets,1
07-Feb-19,14-Jul-25,Production Technician I,NEL,Active,Full-Time,Zone B,Temporary,Involuntary,Never few away level attack buy.,Production       ,Billable Consultants,20-06-1967,MA,Administration,Female,33828,Black,Single,Fully Meets,3
09-Aug-20,20-Jan-19,Production Technician II,BPC,Leave of Absence,Part-Time,Zone C,Temporary,Voluntary,Space long most area product drug tree.,Production       ,Wireless,14-09-1959,MA,Coordinator,Female,84954,White,Married,Fully Meets,4
27-Dec-19,02-Dec-19,Sr. Accountant,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Dinner level write land effort.,IT/IS,Field Operations,11-07-1956,MA,Supervisor,Female,75040,Asian,Divorced,Fully Meets,1
31-Jul-19,22-Nov-27,Director of Sales,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Try statement audience too material film.,Executive Office,Field Operations,07-12-1947,MA,Laborer,Female,73859,Black,Single,Fully Meets,3
05-Oct-19,05-Mar-25,Production Technician I,PYZ,Active,Full-Time,Zone C,Full-Time,Retirement,Late least forward bill realize camera.,Production       ,Sales & Marketing,16-08-1961,MA,Construction Manager,Female,10059,Other,Married,PIP,2
27-Nov-18,25-Dec-25,BI Director,SVG,Active,Full-Time,Zone B,Temporary,Voluntary,Audience board south. Per state model beat.,Executive Office,General - Con,30-07-1957,MA,Tester,Female,80990,Asian,Divorced,Fully Meets,5
21-Aug-21,22-Aug-28,Production Technician I,CCDR,Active,Contract,Zone B,Temporary,Resignation,Partner fact hand bag management woman.,Production       ,General - Con,11-06-1942,MA,Director,Male,35851,Asian,Divorced,Fully Meets,1
07-Sep-22,07-Sep-19,Production Technician I,SVG,Active,Contract,Zone C,Temporary,Retirement,Few attorney all campaign town reflect behavior.,Production       ,Field Operations,29-07-1989,MA,Engineer,Female,14731,Hispanic,Widowed,Fully Meets,3
26-May-19,04-Feb-29,Production Technician I,EW,Active,Part-Time,Zone B,Temporary,Involuntary,Per record feeling bed tax education.,Production       ,Engineers,18-07-1943,MA,Splicer,Female,53880,Other,Widowed,PIP,5
22-Mar-22,03-Sep-27,Production Technician II,SVG,Active,Part-Time,Zone C,Temporary,Involuntary,Next explain account stay.,Production       ,Engineers,30-12-1990,MA,Engineer,Male,69073,Asian,Single,PIP,1
29-May-22,21-Jun-21,Area Sales Manager,SVG,Future Start,Contract,Zone C,Part-Time,Retirement,Light free he rest thought.,Sales,Field Operations,16-03-1954,NC,Project Manager,Male,62832,Hispanic,Married,Fully Meets,2
24-Nov-18,21-Sep-19,CIO,NEL,Voluntarily Terminated,Full-Time,Zone B,Part-Time,Retirement,North next animal laugh threat no.,Production       ,Wireline Construction,28-03-1944,MA,Tester,Female,75866,Asian,Divorced,Fully Meets,2
13-Apr-19,02-May-22,Production Technician I,PL,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,Night office challenge several many.,Production       ,Field Operations,02-08-1989,MA,Administrative,Male,25773,Other,Divorced,Fully Meets,3
13-Jan-22,02-Jul-24,Production Technician I,CCDR,Active,Full-Time,Zone B,Temporary,Involuntary,Guy ten dream. Thing he care series.,Production       ,Splicing,21-06-1951,MA,Cfo,Female,62011,Hispanic,Divorced,Fully Meets,3
21-Jun-22,06-Feb-21,Shared Services Manager,CCDR,Active,Contract,Zone C,Temporary,Retirement,Improve center sure Mr respond for recent.,IT/IS,Field Operations,05-04-1948,MA,Laborer,Male,30258,White,Divorced,Fully Meets,3
03-Feb-19,26-Jan-26,Software Engineer,EW,Active,Contract,Zone C,Full-Time,Voluntary,Pattern son memory power citizen personal unit.,IT/IS,General - Con,28-11-1975,MA,Construction Manager,Female,20180,Other,Divorced,Fully Meets,3
04-Apr-21,09-Apr-20,Production Technician I,NEL,Active,Contract,Zone B,Temporary,Involuntary,Suddenly myself debate official training three.,Production       ,Field Operations,27-04-1972,MA,Laborer,Male,71838,Asian,Widowed,Fully Meets,2
07-Jun-19,18-May-21,Production Technician II,TNS,Active,Contract,Zone C,Full-Time,Retirement,Where forward evening huge cost share eat.,Production       ,Wireless,30-07-1983,MA,Runner,Female,77625,White,Divorced,Fully Meets,5
23-Aug-20,31-Dec-28,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Retirement,Health section option interview.,Production       ,Technology / It,27-12-1947,MA,Driver,Female,43156,White,Married,Fully Meets,3
08-Mar-22,30-Mar-22,Production Technician I,EW,Terminated for Cause,Full-Time,Zone A,Full-Time,Voluntary,Reality line toward follow well able.,Production       ,General - Con,15-11-1988,MA,Technician,Female,20060,Hispanic,Widowed,PIP,4
13-Mar-20,01-Jun-22,Accountant I,BPC,Active,Contract,Zone C,Full-Time,Retirement,Me local somebody method away choose hit truth.,Production       ,Sales & Marketing,07-10-1977,MA,Shop,Male,24717,White,Single,Fully Meets,5
15-Jul-21,05-Aug-22,Production Technician I,TNS,Active,Contract,Zone A,Part-Time,Voluntary,Participant candidate wonder growth agree.,Production       ,General - Eng,21-04-1976,MA,Apprentice,Female,35146,Black,Single,Fully Meets,3
26-Oct-19,09-Apr-23,Production Technician II,EW,Leave of Absence,Part-Time,Zone A,Part-Time,Resignation,Order protect raise exist by behind dream memory.,Production       ,Splicing,17-12-1951,MA,Top Hand,Female,17977,Black,Divorced,PIP,5
22-Feb-23,16-Jan-26,Director of Operations,NEL,Active,Contract,Zone A,Temporary,Resignation,Account between environmental section group.,Production       ,Field Operations,05-01-1967,MA,Associate,Male,26424,Black,Married,Fully Meets,1
06-Mar-23,28-Sep-24,Production Technician I,BPC,Active,Full-Time,Zone A,Full-Time,Resignation,Onto site natural situation wear.,Production       ,Field Operations,12-09-1977,MA,Laborer,Female,22285,Asian,Divorced,Fully Meets,2
03-Sep-21,18-Nov-24,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Involuntary,Community probably bad day food place which loss.,Production       ,Splicing,10-12-1945,MA,Drafter,Female,68676,Black,Widowed,Fully Meets,3
14-Jan-23,22-Mar-25,Production Technician II,WBL,Active,Contract,Zone C,Temporary,Retirement,Law safe yard market likely wife case action.,Production       ,General - Sga,09-05-1996,MA,Laborer,Female,37335,Hispanic,Widowed,Fully Meets,2
04-Mar-21,01-Nov-20,Production Technician I,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,Voluntary,Everything discover represent full.,Production       ,Field Operations,19-06-1942,MA,Laborer,Female,77850,Asian,Single,Fully Meets,3
31-Jan-20,18-Jan-23,Production Technician I,SVG,Active,Contract,Zone B,Temporary,Voluntary,Material agency modern degree general.,Production       ,Wireline Construction,06-07-1992,MA,Accounting,Male,3962,Black,Single,Needs Improvement,2
09-Apr-19,02-Oct-23,Production Technician I,TNS,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Involuntary,Weight join evidence oil father.,Production       ,Field Operations,26-12-1986,MA,Laborer,Male,32048,Black,Widowed,Fully Meets,3
01-Apr-23,20-Jun-27,Production Technician I,EW,Active,Full-Time,Zone A,Full-Time,Voluntary,Manage expert such rate stand.,Production       ,Field Operations,11-03-1986,MA,Laborer,Female,34861,Asian,Divorced,Fully Meets,2
20-Aug-20,09-Apr-27,Production Technician I,MSC,Terminated for Cause,Contract,Zone B,Part-Time,Retirement,Man issue never strategy will maintain resource.,Production       ,Sales & Marketing,13-09-1954,MA,Laborer,Male,77864,Other,Single,Exceeds,2
18-Aug-21,22-Apr-27,Production Technician II,SVG,Active,Contract,Zone A,Part-Time,Retirement,Media move management if my.,Production       ,General - Con,03-01-1950,MA,Laborer,Female,77884,White,Divorced,Fully Meets,3
08-Jun-20,12-Sep-22,Production Technician I,WBL,Active,Full-Time,Zone B,Temporary,Retirement,Gas also suffer air support size make.,Production       ,Shop (Fleet),11-01-1948,MA,Project Coordinator,Female,31005,White,Married,Fully Meets,3
28-Jun-22,09-Oct-27,Network Engineer,EW,Active,Contract,Zone C,Part-Time,Voluntary,Theory grow future week house.,IT/IS,Field Operations,10-04-2001,MA,Laborer,Female,8095,Black,Divorced,Fully Meets,4
27-Sep-18,27-Sep-28,Production Technician I,CCDR,Leave of Absence,Part-Time,Zone B,Full-Time,Retirement,Practice school PM her help open tough.,Production       ,Field Operations,23-11-1947,MA,Laborer,Male,75142,White,Married,Fully Meets,2
09-Dec-18,07-Feb-20,Production Technician I,TNS,Terminated for Cause,Full-Time,Zone C,Part-Time,Involuntary,Too former relationship risk.,Production       ,Field Operations,29-04-1991,MA,Laborer,Male,10013,Black,Widowed,Exceeds,3
22-Jul-21,18-Oct-26,Production Technician II,TNS,Active,Part-Time,Zone A,Full-Time,Retirement,Yard charge week wait address.,Production       ,Executive,21-07-1946,MA,Supervisor,Female,58574,Black,Widowed,Fully Meets,3
19-Sep-19,16-Mar-19,Production Technician I,MSC,Active,Part-Time,Zone A,Part-Time,Involuntary,Despite expect democratic then affect toward.,Production       ,Splicing,26-04-1998,MA,Mechanic,Female,14340,Other,Divorced,PIP,3
05-Mar-20,06-Jun-26,Production Technician I,BPC,Future Start,Part-Time,Zone C,Full-Time,Retirement,Stage necessary although they.,Production       ,Field Operations,19-05-1978,MA,Laborer,Male,22051,Black,Widowed,Fully Meets,3
18-Nov-19,19-Oct-27,Area Sales Manager,EW,Active,Contract,Zone B,Full-Time,Resignation,Who few sport business various.,Sales,Splicing,29-09-1991,ID,Labor,Male,3255,Hispanic,Divorced,Fully Meets,1
06-Apr-23,17-Jan-26,Production Technician I,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,Retirement,Station opportunity already agency blood answer.,Production       ,Yard (Material Handling),17-10-1980,MA,Operator,Male,96583,Asian,Divorced,Fully Meets,3
04-Feb-22,24-Oct-19,Production Technician II,PYZ,Active,Full-Time,Zone C,Temporary,Involuntary,Law safe yard market likely wife case action.,Production       ,Field Operations,20-12-1947,MA,Laborer,Female,52223,Black,Divorced,Fully Meets,3
22-Feb-21,22-Feb-24,Production Technician I,SVG,Active,Contract,Zone B,Temporary,Resignation,Material agency modern degree general.,Production       ,Wireline Construction,08-05-2000,MA,Field Project Manager,Male,20633,Black,Single,Exceeds,1
25-Sep-19,05-Jun-22,Area Sales Manager,PL,Active,Contract,Zone C,Full-Time,Voluntary,Figure third where boy.,Sales,Aerial,17-05-1987,MA,Flagger,Male,52368,Other,Divorced,Fully Meets,1
02-Dec-20,03-Sep-19,Production Technician II,PL,Active,Contract,Zone A,Temporary,Resignation,Fire necessary sing first traditional.,Production       ,General - Con,30-03-1948,MA,Services,Female,13717,Hispanic,Married,Fully Meets,3
21-Feb-23,18-Apr-21,Director of Sales,PYZ,Terminated for Cause,Full-Time,Zone C,Part-Time,Retirement,Capital course trade.,Production       ,General - Sga,26-10-1974,MA,Groundman,Male,88078,Other,Widowed,Fully Meets,2
04-Nov-20,01-Jun-22,Area Sales Manager,NEL,Active,Contract,Zone A,Full-Time,Involuntary,Guy present clear.,Sales,Technology / It,05-10-1991,NC,Mechanic,Male,12238,Asian,Married,Fully Meets,5
06-Dec-18,13-Mar-20,IT Manager - DB,EW,Terminated for Cause,Full-Time,Zone A,Temporary,Involuntary,Brother election movie born enough.,IT/IS,Field Operations,15-02-1991,MA,Controller,Female,35916,Asian,Divorced,Fully Meets,1
08-Jun-20,12-Dec-19,Database Administrator,BPC,Active,Contract,Zone C,Full-Time,Voluntary,Me local somebody method away choose hit truth.,Production       ,Wireless,17-11-1982,MA,Project Manager,Male,38310,White,Single,Fully Meets,1
29-Nov-22,08-Sep-22,Production Technician I,PYZ,Active,Contract,Zone C,Full-Time,Resignation,Administration away choose.,Production       ,Executive,11-09-1962,MA,Electrician,Female,14647,Black,Single,PIP,4
10-Mar-21,03-Dec-27,Software Engineer,BPC,Active,Contract,Zone C,Full-Time,Retirement,Me local somebody method away choose hit truth.,Production       ,Wireless,19-09-1974,MA,Generalist,Male,35203,White,Single,Fully Meets,4
05-May-22,29-Mar-24,Production Technician II,PYZ,Future Start,Full-Time,Zone B,Full-Time,Involuntary,Organization above size discuss office.,Production       ,Field Operations,30-11-1946,MA,Electrician,Male,71016,Hispanic,Single,Fully Meets,2
30-May-20,18-Jul-26,Area Sales Manager,MSC,Active,Contract,Zone A,Temporary,Voluntary,Cost high must body defense population.,Sales,General - Con,23-04-1967,IN,Laborer,Male,66681,Other,Widowed,Fully Meets,4
24-May-21,26-Jun-26,Production Technician I,EW,Terminated for Cause,Part-Time,Zone A,Part-Time,Resignation,Investment radio bring who. Big move rise return.,Production       ,Field Operations,04-11-1976,MA,Administrator,Female,87311,Other,Widowed,Exceeds,1
13-Feb-22,20-Feb-22,Area Sales Manager,BPC,Active,Part-Time,Zone B,Temporary,Resignation,Direction west appear son school anything.,Sales,Engineers,30-10-1949,KY,Engineer,Male,83680,Asian,Widowed,Fully Meets,4
19-Apr-21,10-Feb-21,IT Director,SVG,Active,Part-Time,Zone B,Full-Time,Involuntary,Stock true summer together social.,Production       ,Field Operations,19-06-1976,MA,Labor,Male,49597,Other,Divorced,Fully Meets,4
11-Sep-21,25-Aug-23,Production Technician I,PYZ,Leave of Absence,Part-Time,Zone A,Temporary,Involuntary,Large relate work treatment Mrs.,Production       ,Field Operations,31-07-1981,MA,Assistant,Male,9626,Hispanic,Single,Exceeds,2
16-Aug-19,23-Jun-24,Production Technician I,EW,Terminated for Cause,Part-Time,Zone B,Temporary,Voluntary,Risk management money field.,Production       ,Field Operations,02-08-1989,MA,Helper,Male,29497,Other,Divorced,Fully Meets,3
15-Feb-21,05-Jan-25,Production Technician I,MSC,Leave of Absence,Part-Time,Zone A,Temporary,Voluntary,Stock true summer together social.,Production       ,Field Operations,30-11-1941,MA,Laborer,Female,93488,Asian,Divorced,Fully Meets,3
16-Nov-21,20-Jul-21,Software Engineer,MSC,Active,Contract,Zone C,Part-Time,Voluntary,Fire necessary sing first traditional.,IT/IS,Field Operations,30-07-1995,MA,Laborer,Female,12134,Black,Divorced,Fully Meets,1
16-Sep-22,14-May-28,Area Sales Manager,TNS,Active,Full-Time,Zone B,Full-Time,Retirement,Suddenly myself debate official training three.,Sales,Project Management - Con,17-01-1948,WA,Foreman,Male,94571,White,Widowed,Fully Meets,2
14-Mar-21,17-Dec-28,Sales Manager,EW,Active,Full-Time,Zone C,Part-Time,Unk,Rather which writer family.,Admin Offices,General - Con,21-07-1978,MA,Intern,Male,91945,Black,Divorced,Fully Meets,3
02-Sep-22,05-Jul-28,Software Engineer,WBL,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Voluntary,Particularly box maybe.,Production       ,Isp,09-09-1998,MA,Supervisor,Female,49267,Asian,Divorced,Fully Meets,2
04-Oct-22,08-Jul-25,Software Engineer,NEL,Active,Contract,Zone A,Part-Time,Retirement,Occur tough thousand on recent.,Production       ,Splicing,20-12-1985,MA,Laborer,Female,61358,Black,Single,Fully Meets,3
21-Feb-20,22-Oct-19,Production Technician I,WBL,Active,Part-Time,Zone C,Part-Time,Resignation,True system strong often experience.,Production       ,Isp,02-07-1991,MA,Project Manager,Male,73853,Hispanic,Single,Fully Meets,3
19-Apr-20,05-Sep-22,Production Technician II,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,Involuntary,Gas group whose within step clear choose.,Production       ,Yard (Material Handling),12-10-1992,MA,Billing,Female,60758,Asian,Divorced,Exceeds,3
20-Apr-19,23-Sep-28,President & CEO,PYZ,Active,Contract,Zone C,Full-Time,Voluntary,Design laugh top music policy.,IT/IS,Safety,16-12-1949,MA,Clerical,Male,18943,Black,Married,Fully Meets,4
14-Feb-22,08-Mar-22,Production Technician II,PL,Future Start,Full-Time,Zone A,Full-Time,Resignation,Finish law price under.,Production       ,General - Con,12-06-1964,MA,Coordinator,Male,88338,Other,Divorced,Fully Meets,3
13-Jan-21,19-Feb-22,Production Technician I,NEL,Future Start,Full-Time,Zone C,Temporary,Retirement,First choose again themselves thing however.,Production       ,Field Operations,29-03-1976,MA,Mechanic,Female,34808,Other,Widowed,Fully Meets,3
02-Oct-20,21-Apr-27,Production Technician II,SVG,Future Start,Contract,Zone A,Temporary,Resignation,Gas group whose within step clear choose.,Production       ,Yard (Material Handling),08-07-1994,MA,Business Development,Female,64525,Asian,Divorced,Exceeds,1
